id,time,description,mcc,originalMcc,amount,operationAmount,currencyCode,commissionRate,cashbackAmount,balance,hold,receiptId
Y0ylyJcq0p90V_bB,1591549592,WOG,5541,5541,-76470,-76470,980,0,764,1750371,false,1BT6-559E-E7P9-PPP8
Vx87kLg40hwnzBqp,1591547046,Сільпо,5411,5411,-28861,-28861,980,0,288,1826841,false,5PKH-4783-H75A-M707
iw6ubRZLkcMWdYZ9,1591533245,Від: Володимир Х.,4829,4829,10000,10000,980,0,0,1855702,true,
JcQlW2P501ZiKqgd,1591532463,MARKET PLYUS,5499,5499,-900,-900,980,0,9,1845702,false,53B6-TPKC-554C-M29X
WAe921iyQjZFJdeF,1591514792,АТБ,5411,5411,-21970,-21970,980,0,219,1846602,false,PPCC-H04B-TK92-27BH
R_T2C2WUd6OumH3a,1591513426,MARKET PLYUS,5499,5499,-1850,-1850,980,0,18,1868572,false,TA1A-X49X-660M-P97X
ul4AccslKb0NCQxP,1591465317,Grand Pizza And Cake,5814,5814,-1400,-1400,980,0,0,1870422,false,TH3K-3B2X-M8T4-TK0P
nz0ELXdo8xvJWfxQ,1591465090,Grand Pizza And Cake,5499,5499,-28863,-28863,980,0,288,1871822,false,PH46-BEMT-255E-2X9E
S_J2rmKBA8TjTfky,1591443955,"Vodafone
+380667790936",4814,4814,-8000,-8000,980,0,0,1900685,true,E24T-HPXK-T745-A7KB
OWXqi_jOBjs2_JGe,1591383330,АТБ,5499,5499,-6700,-6700,980,0,67,1908685,false,3EMM-EP90-TTE4-9541
q3zYXk_az2M6DS9g,1591345737,Сільпо,5411,5411,-8574,-8574,980,0,85,1915385,false,0E31-A9X1-K2K0-B508
PGJOnm8WGh9Y0tdl,1591299071,Grand Pizza And Cake,5499,5499,-7985,-7985,980,0,79,1923959,false,61B1-3HB0-0B6P-5HT8
zwvxneiLqe3mqZdY,1591298726,Гранд,5499,5499,-4550,-4550,980,0,45,1931944,false,TXP9-8E32-B4B5-KPPK
D1R2nNd0Mv8Bcvte,1591259469,Сільпо,5411,5411,-7076,-7076,980,0,70,1936494,false,P3PE-CA3M-EXHK-ABE0
-rmArp-NTCGroq_X,1591208892,Сільпо,5411,5411,-24376,-24376,980,0,243,1943570,false,37XM-1HB7-B061-TM70
JAVRNRXYuc-sP05j,1591197608,"Киевстар
+380982735967",4814,4814,-5000,-5000,980,0,0,1967946,true,HC62-ME1P-58X1-3X5X
fXiyZouutZTMb1nm,1591175268,"Гастроном ""Українські Товари""",5499,5499,-5250,-5250,980,0,52,1972946,false,BX70-84EB-90K9-5475
Q83dvekeG4hxFEJM,1591175227,"Гастроном ""Українські Товари""",5499,5499,-4470,-4470,980,0,44,1978196,false,4AAM-3164-C028-40K0
lkKfM27qwJ-HHx-b,1591175034,Ukrainskitovari,5499,5499,-8200,-8200,980,0,82,1982666,false,EK7P-90TP-4C71-287C
5KrBPDGua8ErQzd4,1591121537,Grand Pizza And Cake,5499,5499,-14270,-14270,980,0,194,1990866,false,M7E2-24AP-7364-KCTK
BEPwdEWLygK0z_LE,1591089261,537523****4293,4829,4829,-410000,-410000,980,0,0,2005136,true,6X5E-4H00-0PMC-642T
LKdXHN-VbM1Vc2I2,1591088433,"Киевстар
+380966265305",4814,4814,-8000,-8000,980,0,0,2415136,true,2TE8-EH72-5AM1-36CC
aspljICj7LRMnxnw,1591086570,Сільпо,5411,5411,-10103,-10103,980,0,202,2423136,false,BK23-P7M4-273C-9CX2
GxFyKeslgwB3GgUX,1591080760,537523****4293,4829,4829,-1000000,-1000000,980,0,0,2433239,true,M78E-AXP6-K92M-51CK
